file_path,filename,crop,condition_type,disease_name,scientific_name,canonical_id,class_index,source,split
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/LateBlt_FromRusinek.jpg,LateBlt_FromRusinek.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato+blight.jpg,tomato+blight.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/Late_Blight_2.jpg,Late_Blight_2.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late-blight-TomC2-10.jpg,late-blight-TomC2-10.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/a7710b5901ba1f8e9759ef7576cd9f09.jpg,a7710b5901ba1f8e9759ef7576cd9f09.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/lateblightTom_lesion3.jpg,lateblightTom_lesion3.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato.early.blightH.jpg,tomato.early.blightH.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/924977LateBlightLeaf.jpg,924977LateBlightLeaf.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato-late-blight-conn-2015-139rcs.jpg,tomato-late-blight-conn-2015-139rcs.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato-late-blight-phytophthora-infestans-necrosis-sporulation-on-a-tomato-leaf-underside-XA233C.jpg,tomato-late-blight-phytophthora-infestans-necrosis-sporulation-on-a-tomato-leaf-underside-XA233C.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late_blight_drought_leavescuux1200.jpg,late_blight_drought_leavescuux1200.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato-late-blight-sporulation-on-a-tomato-leaflet-picture-id81781370_s_612x612.jpg,tomato-late-blight-sporulation-on-a-tomato-leaflet-picture-id81781370_s_612x612.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato-late-blight-phytophthora-infestans-lesions-on-greenhouse-grown-ATA11J.jpg,tomato-late-blight-phytophthora-infestans-lesions-on-greenhouse-grown-ATA11J.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/Late-blight-foliar-leasion-on-tomato.jpg,Late-blight-foliar-leasion-on-tomato.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/2017-08-27%2B-%2BLate%2BBlight%2Bon%2BGypsy%2B1.jpg,2017-08-27%2B-%2BLate%2BBlight%2Bon%2BGypsy%2B1.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato-late-blight-leaf-61-3x32.jpg,tomato-late-blight-leaf-61-3x32.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/5816170621_e1cce08736_z.jpg,5816170621_e1cce08736_z.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/lb_leaf_lesions4x1200.jpg,lb_leaf_lesions4x1200.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato_late-blight_01_zoom.jpg,tomato_late-blight_01_zoom.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/gardening-moisture-lateblight-tomato-leaf.jpg,gardening-moisture-lateblight-tomato-leaf.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/TomatoLateBlight-3-Underside-2ebj05b-300x225.jpg,TomatoLateBlight-3-Underside-2ebj05b-300x225.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/dsc_8140cs.jpg,dsc_8140cs.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/p1020076cs.jpg,p1020076cs.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/TOMATO%20LATE%20BLIGHT%20ON%20LEAF.jpg,TOMATO%20LATE%20BLIGHT%20ON%20LEAF.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/Tomato_Blight_Leaves.JPG.jpg,Tomato_Blight_Leaves.JPG.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/20150619d.jpg,20150619d.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late_blight_tomato_leaf_.jpg,late_blight_tomato_leaf_.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato-late-blight-phytophthora-infestans-mycelium-and-lesions-on-a15yr2.jpg,tomato-late-blight-phytophthora-infestans-mycelium-and-lesions-on-a15yr2.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/dsc_4624s.jpg,dsc_4624s.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/lbleaf.jpg,lbleaf.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late-blight-fungicides.jpg,late-blight-fungicides.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/7262-drought.jpg,7262-drought.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato_late-blight_04_zoom.jpg,tomato_late-blight_04_zoom.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late_blight_drought_leaves1x1200.jpg,late_blight_drought_leaves1x1200.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato_late-blight_05_zoom.jpg,tomato_late-blight_05_zoom.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/lateblight2.jpg,lateblight2.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/Late%20blight%20tomato1.jpg,Late%20blight%20tomato1.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late-blight-tom-leaf.jpg,late-blight-tom-leaf.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late_blight_2013_longisland2x1200.jpg,late_blight_2013_longisland2x1200.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late_blight_tomato_leavesx500.jpg,late_blight_tomato_leavesx500.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/stock-photo-tomato-plants-infected-by-the-late-blight-plant-pathogen-phytophthora-infestans-macro-539209615.jpg,stock-photo-tomato-plants-infected-by-the-late-blight-plant-pathogen-phytophthora-infestans-macro-539209615.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/August-17-2012-Supplemental-6.jpg,August-17-2012-Supplemental-6.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late_blight_tomato_leaf_sporex1200.jpg,late_blight_tomato_leaf_sporex1200.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/Tomato-Late-BlightBM.jpg,Tomato-Late-BlightBM.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato_D33a-Late-blight-015-OMAFHRT_zoom.jpg,tomato_D33a-Late-blight-015-OMAFHRT_zoom.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/LateBlightLeaf.jpg,LateBlightLeaf.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late_blight1.jpg,late_blight1.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato_late-blight_03_zoom.jpg,tomato_late-blight_03_zoom.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/Late-blight-on-a-tomato-leaf.jpg,Late-blight-on-a-tomato-leaf.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/Pest2369.jpg,Pest2369.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/photo-2.jpg,photo-2.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late-blight-phytophthora-infestans-damage-to-tomato-leaves-and-fruit-cmnxnf.jpg,late-blight-phytophthora-infestans-damage-to-tomato-leaves-and-fruit-cmnxnf.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late_blight_tomato_unusual-symptomsx1200.jpg,late_blight_tomato_unusual-symptomsx1200.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/FS547-6-big.jpg,FS547-6-big.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late_blight_tomato_leaf5x12001-650x305.jpg,late_blight_tomato_leaf5x12001-650x305.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/Late-blight-symptoms-on-tomato-leaves-1r3uhy2.jpg,Late-blight-symptoms-on-tomato-leaves-1r3uhy2.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/Tomato%20late%20blight%20lesion%20closeup%2013F.JPG.jpg,Tomato%20late%20blight%20lesion%20closeup%2013F.JPG.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/ToamtoLateBlight3-Version-3-oohvze.jpg,ToamtoLateBlight3-Version-3-oohvze.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/symptoms_of_late_blight.jpg2__0.jpg,symptoms_of_late_blight.jpg2__0.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/118A_Tom_Late.jpg,118A_Tom_Late.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato-late-blight-phytophthora-infestans-on-tomato-leaves-a15ym0.jpg,tomato-late-blight-phytophthora-infestans-on-tomato-leaves-a15ym0.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/symptoms_of_late_blight_0.jpg,symptoms_of_late_blight_0.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/TomatoLateBlightTop.jpg,TomatoLateBlightTop.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/Late-Blight-A.jpg,Late-Blight-A.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/IMG_5360.jpg,IMG_5360.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/LB-2-225x300.jpg,LB-2-225x300.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/IMG_4182.JPG.jpg,IMG_4182.JPG.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late-blight-tomato.jpg,late-blight-tomato.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late_blight_tomato_leaf1x1200.jpg,late_blight_tomato_leaf1x1200.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/Tomato-late-blight-leaf-Margaret-McGrath-Cornell-Bugwood.jpg,Tomato-late-blight-leaf-Margaret-McGrath-Cornell-Bugwood.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late-blight-tomato-leaf.jpg,late-blight-tomato-leaf.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/lb2.jpg,lb2.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/tomato-late-blight-phytophthora-infestans-necrosis-sporulation-on-a-tomato-leaf-underside-X5YDDP.jpg,tomato-late-blight-phytophthora-infestans-necrosis-sporulation-on-a-tomato-leaf-underside-X5YDDP.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf late blight/LateBlight02.jpg,LateBlight02.jpg,potato,fungal,Late Blight,Phytophthora infestans,potato__fungal__late_blight,21,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf late blight/fig1a_500.jpg,fig1a_500.jpg,potato,fungal,Late Blight,Phytophthora infestans,potato__fungal__late_blight,21,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf late blight/Potato-Late-Blight-3-06202014.jpeg.jpg,Potato-Late-Blight-3-06202014.jpeg.jpg,potato,fungal,Late Blight,Phytophthora infestans,potato__fungal__late_blight,21,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf late blight/IMG_5390.jpg,IMG_5390.jpg,potato,fungal,Late Blight,Phytophthora infestans,potato__fungal__late_blight,21,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf late blight/LateBlight03.jpg,LateBlight03.jpg,potato,fungal,Late Blight,Phytophthora infestans,potato__fungal__late_blight,21,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf late blight/CzFxqKtWEAA4U3g.jpg,CzFxqKtWEAA4U3g.jpg,potato,fungal,Late Blight,Phytophthora infestans,potato__fungal__late_blight,21,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf late blight/cropped-symptom_potato_late_blight.jpg,cropped-symptom_potato_late_blight.jpg,potato,fungal,Late Blight,Phytophthora infestans,potato__fungal__late_blight,21,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf late blight/late-blight-leaf-figure1.jpg,late-blight-leaf-figure1.jpg,potato,fungal,Late Blight,Phytophthora infestans,potato__fungal__late_blight,21,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf late blight/LB_potato_leaf_topside.jpg,LB_potato_leaf_topside.jpg,potato,fungal,Late Blight,Phytophthora infestans,potato__fungal__late_blight,21,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf late blight/phytophthora-infestans-potato-blight-first-foliar-symptoms-on-solanum-EJKRCK.jpg,phytophthora-infestans-potato-blight-first-foliar-symptoms-on-solanum-EJKRCK.jpg,potato,fungal,Late Blight,Phytophthora infestans,potato__fungal__late_blight,21,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf late blight/gcp_A-2_Late_Blight_of_potatoes_callout1.jpg,gcp_A-2_Late_Blight_of_potatoes_callout1.jpg,potato,fungal,Late Blight,Phytophthora infestans,potato__fungal__late_blight,21,plantdoc_field,train
